Code,Title,points_r1_2021,points_r2_2021,points_r1_2020,points_r2_2020,EOS,Mid
DT066,Engineering (General Entry),,,,,400,457
DT101,Architecture (test and interview),,,,,618,647
DT106,Planning and Environmental Management,,,,,312,337
DT110,Property Economics (Valuation Surveying),,,,,367,424
DT111,Quantity Surveying and Construction Economics,,,,,391,421
DT112,Geographic Science,,,,,287,335
DT117,Construction Management,,,,,356,373
DT175,Architectural Technology,,,,,388,425
DT201,Science (General Entry),,,,,464,477
DT203,Analytical Chemistry (Environmental Forensic and Pharmaceutical),,,,,341,403
DT204,Biomedical Science,,,,,501,512
DT205,Mathematical Sciences,,,,,315,363
DT206,Biomedical and Molecular Diagnostics,,,,,473,487
DT211,Computer Science (Infrastructure),,,,,381,414
DT220,Industrial Mathematics,,,,,300,317
DT221,Physics with Energy and Environment,,,,,348,436
DT222,Physics Technology,,,,,321,371
DT223,Human Nutrition and Dietetics,,,,,553,566
DT224,Optometry,,,,,487,529
DT225,Public Health Nutrition,,,,,440,476
DT227,Science with Nanotechnology,,,,,312,361
DT228,Computer Science,,,,,451,466
DT229,Clinical Measurement Science,,,,,491,509
DT235,Physics with Medical Physics and Bioengineering,,,,,357,403
DT282,Computer Science (International),,,,,377,402
DT299,Chemical Sciences with Medicinal Chemistry,,,,,420,445
DT302,Business Analytics,,,,,325,403
DT304,E-Commerce in Retailing,,,,,341,388
DT321,Business and Law,,,,,462,478
DT341,Marketing,,,,,400,419
DT343,Retail and Services Management,,,,,301,332
DT354,Business Computing,,,,,322,341
DT358,Logistics and Supply Chain Management,,,,,300,359
DT365,Business and Management,,,,,440,456
DT366,Accounting and Finance,,,,,432,454
DT398,Human Resource Management,,,,,375,388
DT399,Economics and Finance,,,,,437,465
DT401,International Hospitality Management,,,,,300,337
DT405,Culinary Science,,,,,308,377
DT407,Culinary Arts,,,,,271,342
DT412,Tourism Marketing,,,,,284,322
DT413,Event Management,,,,,356,389
DT416,Culinary Entrepreneurship,,,,,275,339
DT420,Nutraceuticals in Health and Nutrition,,,,,392,432
DT421,Food Innovation,,,,,321,366
DT422,Pharmaceutical Healthcare,,,,,397,423
DT491,Environmental Health,,,,,343,380
DT501,Music,,,,,383,520
DT504,Film and Broadcasting,,,,,443,467
DT506,Commercial Modern Music,,,,,468,835
DT508,Game Design,,,,,403,454
DT517,Languages and English Studies,,,,,326,419
DT518,Languages and International Tourism,,,,,307,357
DT529,Drama (Performance),,,,,371,519
DT532,Law (LL.B.),,,,,422,441
DT533,Contemporary Visual Culture,,,,,,
DT544,Interior Design,,,,,552,866
DT545,Design - Visual Communication,,,,,667,897
DT546,Fine Art,,,,,668,813
DT555,International Business and Languages,,,,,353,399
DT559,Photography,,,,,700,926
DT571,Social Care,,,,,394,424
DT572,Early Childhood Education,,,,,385,403
DT582,Journalism,,,,,347,373
DT596,Print Media Technology and Management,,,,,252,311
DT597,Creative and Cultural Industries,,,,,280,369
DL835,Creative Media Technologies,,,,,237,289
GC405,International Hospitality Management (Dublin),,,,,254,272
ID003,Business Studies with Chinese,,,,,, 
BN101,Business,,,,,252,289
BN103,Business and Information Technology,,,,,254,290
BN104,Computing (Information Technology),,,,,260,293
BN107,Applied Social Studies in Social Care,,,,,300,328
BN108,Engineering (Common Entry with Award options),,,,,271,318
BN109,Business (Common Entry with Award options),,,,,260,279
BN110,International Business,,,,,253,308
BN111,Sports Management and Coaching,,,,,270,298
BN112,Creative Digital Media,,,,,280,329
BN113,Horticulture,,,,,289,321
BN114,Accounting and Finance,,,,,280,332
BN115,Community and Youth Development,,,,,250,298
BN117,Computer Engineering in Mobile Systems,,,,,273,311
BN118,Early Childhood Care and Education,,,,,290,320
BN119,Digital Marketing,,,,,270,308
BN120,Digital Forensics and Cyber Security,,,,,281,326
BN121,Mechatronic Engineering,,,,,276,340
BN123,"Design,Technology and Innovation",,,,,297,318 
TA022,Creative Digital Media,,,,,260,318
TA023,Advertising and Marketing Communications,,,,,235,299
TA024,Early Childhood Care and Education,,,,,217,307
TA025,Social Care Practice,,,,,261,297
TA026,International Hospitality and Tourism Management,,,,,208,269
TA027,Botanical Cuisine,,,,,236,273
TA028,Digital Marketing Technologies,,,,,220,313
TA121,Accounting and Finance,,,,,202,328
TA122,Management,,,,,218,297
TA123,Marketing Management,,,,,207,284
TA125,International Business,,,,,229,300
TA221,Electronic Engineering,,,,,251,321
TA222,Mechanical Engineering,,,,,243,302
TA223,Sustainable Energy Engineering,,,,,236,305
TA224,Biomedical Design,,,,,218,324
TA225,Automation Engineering,,,,,235,288
TA226,Engineering Software,,,,,243,304
TA321,Pharmaceutical Science,,,,,261,298
TA322,Computing,,,,,200,294
TA323,Computing with IT Management,,,,,243,309
TA326,DNA and Forensic Analysis,,,,,300,362
TA327,Sports Science and Health,,,,,341,381
TA328,Computing with Language (French/German/Spanish),,,,,218,317
TA329,Computing with Data Analytics,,,,,218,296 
NC025,Data Science,,,,,297,371
GA385,Retail Management,,,,,219,319
LY218,Business - with Spanish/Irish options,,,,,298,367
CI101,Counselling and Psychotherapy (Limerick),,,,,276,328
LC411,Marketing and Management (Thurles),,,,,226,300
SG149,Business in Finance and Investment,,,,,262,357
SG441,Environmental Science,,,,,297,358
SG446,Applied Archaeology,,,,,289,290
TL803,Music Technology,,,,,264,288
TL812,Computing with Digital Media,,,,,369,369
WD148,Tourism Marketing,,,,,269,338
